2020-03-03 12:56:05,699 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-03-03 12:56:05,724 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-03-03 12:56:05,725 INFO  Logger.cs: 73 - Commit version 1.5.0-0-g9aa0fdb
2020-03-03 12:56:05,725 INFO  Logger.cs: 74 - Build version 1.5.7004.21443
2020-03-03 12:56:05,738 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-03-03 12:56:05,738 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-03-03 12:56:05,754 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-03-03 12:58:39,671 INFO  SwAddin.cs: 271 - Assembly export called for file ares
2020-03-03 12:58:39,672 INFO  SwAddin.cs: 276 - Save is required
2020-03-03 12:58:39,672 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-03 12:58:39,673 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-03 12:58:39,689 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from ares
2020-03-03 12:58:39,694 INFO  ExportHelperExtension.cs: 1145 - Found 38 in ares
2020-03-03 12:58:39,695 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in ares
2020-03-03 12:58:39,697 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2020-03-03 12:58:39,705 INFO  ExportHelperExtension.cs: 1170 - 15 components to check
2020-03-03 12:58:39,707 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from TTÂí´ï-3
2020-03-03 12:58:39,707 INFO  ExportHelperExtension.cs: 1145 - Found 22 in TTÂí´ï-3
2020-03-03 12:58:39,708 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in TTÂí´ï-3
2020-03-03 12:58:39,709 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from TTÂí´ï-4
2020-03-03 12:58:39,709 INFO  ExportHelperExtension.cs: 1145 - Found 22 in TTÂí´ï-4
2020-03-03 12:58:39,710 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in TTÂí´ï-4
2020-03-03 12:58:39,710 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from Í­Öù-40-2
2020-03-03 12:58:39,711 INFO  ExportHelperExtension.cs: 1145 - Found 22 in Í­Öù-40-2
2020-03-03 12:58:39,712 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in Í­Öù-40-2
2020-03-03 12:58:39,712 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from µçÂ·°å-1
2020-03-03 12:58:39,713 INFO  ExportHelperExtension.cs: 1145 - Found 22 in µçÂ·°å-1
2020-03-03 12:58:39,714 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in µçÂ·°å-1
2020-03-03 12:58:39,714 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from µç³Ø-1
2020-03-03 12:58:39,715 INFO  ExportHelperExtension.cs: 1145 - Found 22 in µç³Ø-1
